clave,descripcion,clave_transporte,nacionalidad,designador_iata,linea_ferrea
EA2185,El Trigo,03,México,TRG,
EA2186,Kilo,03,México,TRM,
EA2187,Terrero,03,México,TRO,
EA2188,Transpacífico,03,México,TRP,
EA2189,El Terrero,03,México,TRR,
EA2190,Trampa Santa Rosa,03,México,TRS,
EA2191,Terrenates,03,México,TRT,
EA2192,Teras,03,México,TRX,
EA2193,El Tasicuri,03,México,TSI,
EA2194,Todos Santos,03,México,TSN,
EA2195,El Tulillo,03,México,TTF,
EA2196,Tototan,03,México,TTO,
EA2197,Tututepec,03,México,TTP,
EA2198,La Tuna,03,México,TUN,
EA2199,"Tulum
Base Aeronaval, Notam: 
Cerrada A La Operación Civil",03,México,TUY  ,
EA2200,Aeropista Tuxpan,03,México,TXP,
EA2201,Tamazula                             ,03,México,TZA  ,
EA2202,El Temazcal,03,México,TZC,
EA2203,Tancuzay,03,México,TZY,
EA2204,Unitec Campus Atizapán,03,México,UCA,
EA2205,Ultraligeros Del Desierto,03,México,UDD,
EA2206,"Unión De Ejidos
(Proyecto)",03,México,UDE,
EA2207,Úrsulo Galván,03,México,UGA,
EA2208,Unión De Granjas Elizabeth,03,México,UGE,
EA2209,El Jabalí ,03,México,UJI,
EA2210,Vista Alegre,03,México,VAE,
EA2211,Las Varas,03,México,VAS,
EA2212,Valentín Barrera,03,México,VBB,
EA2213,Valle De Banderas,03,México,VBS,
EA2214,Valle Bonito,03,México,VBT,
EA2215,Los Venados,03,México,VDS,
EA2216,Venecia,03,México,VEA,
EA2217,El Vergel,03,México,VEG,
EA2218,Vallecillos,03,México,VES,
EA2219,Válgame Dios,03,México,VGD,
EA2220,Vascogil,03,México,VGL,
EA2221,Vista Hermosa,03,México,VHA,
EA2222,San José De Viborillas,03,México,VIB,
EA2223,Valle Colombia,03,México,VLC,
EA2224,Vallecitos,03,México,VLL,
EA2225,El Vallado,03,México,VLO,
EA2226,Villas Mar De Cortez,03,México,VMC,
EA2227,Las Gemelas,03,México,VMV,
EA2228,Villa De Ocampo,03,México,VOO,
EA2229,La Vega Del Oso,03,México,VOS,
EA2230,Vaquerías,03,México,VQS,
EA2231,Valle Del Rosario,03,México,VRO,
EA2232,Los Veneros,03,México,VRS,
EA2233,Viñedos San José,03,México,VSJ,
EA2234,Los Violines Poniente,03,México,VSP,
EA2235,Rancho San Lorenzo,03,México,VSZ,
EA2236,Valle De Tapachula,03,México,VTP,
EA2237,El Verano,03,México,VVG,
EA2238,Viento Y Sol,03,México,VYS,
EA2239,Vizcaino,03,México,VZM,
EA2240,Hermanos Wong Cozain,03,México,WCN,
EA2241,Héctor Raúl Bátiz Meza,03,México,WVL,
EA2242,"Paraíso
(Proyecto)",03,México,WYN,
EA2243,Xcalac,03,México,XCA,
EA2244,Xicoténcatl,03,México,XIC,
EA2245,Huixiopa De La Loma Colorada,03,México,XIO,
EA2246,Xpujil,03,México,XJL,
EA2247,Xóchilt La Sabana,03,México,XLS,
EA2248,Cruz Negra,03,México,XNE,
EA2249,Xiquipilli,03,México,XQI,
EA2250,Xcaret,03,México,XRT,
EA2251,Francisco Sarabia Yajalon,03,México,YAJ,
EA2252,Yack,03,México,YAK,
EA2253,Yecora,03,México,YEC,
EA2254,La Rivera,03,México,YFA,
EA2255,Yalcok,03,México,YLK,
EA2256,Yamoriba,03,México,YMA,
EA2257,Yoquivo,03,México,YOQ,
EA2258,Yopori Norte,03,México,YPN,
EA2259,Yucatán,03,México,YTN,
EA2260,Zamora,03,México,ZAM,
EA2261,Zacacoyuca,03,México,ZKA,
EA2262,El Zalate,03,México,ZLT,
EA2263,Zapotiltic,03,México,ZPC,
EA2264,Zacapu,03,México,ZPU,
EA2265,El Zapatero,03,México,ZPV,
EA2266,Zoquipan,03,México,ZQN,
EA2267,Zarupa,03,México,ZRA,
EA2268,Augusto Cesar Sandino,03,Nicaragua,MGA,
EA2269,Flesland,03,Noruega,BGO,
EA2270,Oslo,03,Noruega,OSL,
EA2271,Sola,03,Noruega,SVG,
EA2272,Vaernes,03,Noruega,TRD,
EA2273,Woodbourne,03,Nueva Zelanda,BHE,
EA2274,Schiphol,03,Países Bajos,AMS,
EA2275,Reina Beatrix,03,Países Bajos,AUA,
EA2276,Hato,03,Países Bajos,CUR,
EA2277,Princess Juliana,03,Países Bajos,SXM,
EA2278,Panamá Pacifico,03,Panamá,BLB,
EA2279,Enrique Malek,03,Panamá,DAV,
EA2280,Tocumen,03,Panamá,PTY,
EA2281,Sálamo,03,Papua-Nueva Guinea,SAM,
EA2282,Guaraní,03,Paraguay,AGT,
EA2283,Carlos Miguel Jiménez,03,Paraguay,PIL,
EA2284,Capitán Fap José A. Quiñones González,03,Perú,CIX,
EA2285,Jorge Chávez,03,Perú,LIM,
EA2286,Capitán Fap Renán Elías Olivera,03,Perú,PIO,
EA2287,Frederic Chopin,03,Polonia,WAW,
EA2288,Humberto Delgado,03,Portugal,LIS,
EA2289,Francisco Sa Carneiro,03,Portugal,OPO,
EA2290,Santa María,03,Portugal,SMA,
EA2291,Aeroporto Das Lajes,03,Portugal,TER,
EA2292,Hamad,03,Qatar,DOH,
EA2293,L.F. Wade,03,Reino Unido,BDA,
EA2294,Belfast,03,Reino Unido,BFS,
EA2295,George Best,03,Reino Unido,BHD,
EA2296,Birmingham,03,Reino Unido,BHX,
EA2297,Bournemouth,03,Reino Unido,BOH,
EA2298,Bristol,03,Reino Unido,BRS,
EA2299,Cardiff,03,Reino Unido,CWL,
EA2300,Doncaster Sheffield,03,Reino Unido,DSA,
EA2301,Edinburgh,03,Reino Unido,EDI,
EA2302,East Midlands,03,Reino Unido,EMA,
EA2303,Exeter,03,Reino Unido,EXT,
EA2304,Abbotsinch,03,Reino Unido,GLA,
EA2305,Leeds Bradford,03,Reino Unido,LBA,
EA2306,London City,03,Reino Unido,LCY,
EA2307,Gatwick,03,Reino Unido,LGW,
EA2308,Heathrow,03,Reino Unido,LHR,
EA2309,Raf Lakenheath,03,Reino Unido,LKZ,
EA2310,Ringway,03,Reino Unido,MAN,
EA2311,Newcastle,03,Reino Unido,NCL,
EA2312,Providenciales,03,Reino Unido,PLS,
EA2313,Stansted,03,Reino Unido,STN,
EA2314,Vaclav Havel,03,Republica Checa,PRG,
EA2315,Incheon,03,Republica de Corea,ICN,
EA2316,Samana El Catey,03,Republica Dominicana,AZS,
EA2317,Casa De Campo,03,Republica Dominicana,LRM,
EA2318,Gregorio Luperón,03,Republica Dominicana,POP,
EA2319,Punta Cana,03,Republica Dominicana,PUJ,
EA2320,Las Américas,03,Republica Dominicana,SDQ,
EA2321,Domodedovo,03,Rusia,DME,
EA2322,Pulkovo,03,Rusia,LED,
EA2323,Sheremetyevo,03,Rusia,SVO,
EA2324,Vnukovo,03,Rusia,VKO,
EA2325,O.R. Tambo,03,Sudáfrica,JNB,
EA2326,Arlanda,03,Suecia,ARN,
EA2327,Landvetter,03,Suecia,GOT,
EA2328,Kalmar,03,Suecia,KLR,
EA2329,Kallax,03,Suecia,LLA,
EA2330,Kungsängen,03,Suecia,NRK,
EA2331,Umeå,03,Suecia,UME,
EA2332,Zürich-Kloten,03,Suiza,ZRH,
EA2333,Tainan,03,Taiwán,TNN,
EA2334,Piarco International,03,Trinidad y Tobago,POS,
EA2335,Carrasco/General Cesareo L. Berisso,03,Uruguay,MVD,
EA2336,General José Antonio Anzoátegui,03,Venezuela,BLA,
EA2337,Jacinto Lara,03,Venezuela,BRM,
EA2338,Simón Bolívar,03,Venezuela,CCS,
EA2339,Josefa Camejo,03,Venezuela,LSP,
EA2340,La Chinita,03,Venezuela,MAR,
EA2341,Santiago Mariño,03,Venezuela,PMV,
EA2342,General Manuel Carlos Piar,03,Venezuela,PZO,
EA2343,Las Flecheras,03,Venezuela,SFD,
EA2344,Juan Pablo Pérez Alfonso,03,Venezuela,VIG,
EA2345,Arturo Michelena International,03,Venezuela,VLN,
EA2346,Extranjera,03,Extranjera,1Y,
Q0736,SANTO NINO,04,México,,Q
SC283,HUAXTITLA,04,México,,SC
Q0486,TERRERO,04,México,,Q
VC117.2,SAN COSME,04,México,,VC
M271.1,ADELEIDA,04,México,,M
TM7.2,AMARILLO,04,México,,TM
TG0,NAVOJOA,04,México,,TG
N490.7,ARISTEO,04,México,,N
RD170,LA VIBORA,04,México,,RD
Q0513,ATAROS,04,México,,Q
I0154,LA BARCA,04,México,,I
I569.6,PERIQUILLO,04,México,,I
F87.2,LOMA,04,México,,F
TI032,NAVOLATO,04,México,,TI
IB97.1,YARECUATO,04,México,,IB
Z194.9,IVES,04,México,,Z
G0042,MOTZORONGO,04,México,,G
DA234.9,EJIDO MONTERREY,04,México,,DA
A1879,RANCHERIA,04,México,,A
H116.1,SANTIAGO,04,México,,H
B0866,EL COBRE,04,México,,B
IB116.6,ERONGARICUARO,04,México,,IB
LA040,NARANJAL,04,México,,LA
DC2.5,CENTRAL CAMIONERA,04,México,,DC
TA299,CALABAZAS,04,México,,TA
IB17.5,TRES MEZQUITES,04,México,,IB
S0165,HUAMANTLA,04,México,,S
DE54.2,RIO CHICO,04,México,,DE
LA33.4,ZUCIGA,04,México,,LA
V0999,VERACRUZ ICAVE,04,México,,V
A1642.8,MOLINAR,04,México,,A
FA684,YIXMUCUY,04,México,,FA
A1417.3,LA ENRAMADA,04,México,,A
I0498,ALZADA,04,México,,I
G0254,LOS TIGRES,04,México,,G
L0556,LAS PALMAS,04,México,,L
B0915,SALTILLO,04,México,,B
N340.8,EL PLAN,04,México,,N
TA139,VILLA VERDE,04,México,,TA
FX37,VALLADOLID,04,México,,FX
C167.3,HERMOSA,04,México,,C
A1120,MIELERAS,04,México,,A
A513.3,DOBLE,04,México,,A
Q0708,TEMORIS,04,México,,Q
VK123,CUAUTLA,04,México,,VK
I0197,PONCITLAN,04,México,,I
EB24.2,SAN NICOLAS,04,México,,EB
QA476.7,BARREAL,04,México,,QA
H108.7,OTLIMULCO,04,México,,H
B174,EL ZAPOTE,04,México,,B
A0830,CEDRO,04,México,,A
A664,TLACOTES,04,México,,A
M0327,GARZA VALDEZ,04,México,,M
IB111.7,PUACUARO,04,México,,IB
Morelos145.6,POLOTITLAN,04,México,,Morelos
L0625,CHIJOL,04,México,,L
BG35.1,MELVILLE,04,México,,BG
FD88,KANKABCHEN,04,México,,FD
T0802,LEON FONSECA,04,México,,T
T0937,ROSALES,04,México,,T
S286.8,TENANGO DE RIO BLA,04,México,,S
Q0523,TREVINO,04,México,,Q
DE93,LOS ARTICULOS,04,México,,DE
DC34.1,GUADIANA,04,México,,DC
K435.7,CONGREGACION REFORMA,04,México,,K
G0173,LOMA BONITA,04,México,,G
V0182,TECOAC,04,México,,V
T1607,IXTLAN,04,México,,T
A0616,PABELLON,04,México,,A
A443.9,SAN BARTOLO,04,México,,A
VC134.4,ATOTONILCO,04,México,,VC
GB15.2,NOPALTEPEC,04,México,,GB
F236.8,BARITA,04,México,,F
AC11.2,LOS LOBOS,04,México,,AC
VK060,AYAPANGO,04,México,,VK
R0324,ESPINAZO,04,México,,R
M764.3,POMONA,04,México,,M
V63.8,OXTOTIPAC,04,México,,V
IN078,ZACAPU,04,México,,IN
RD155.1,MAGUEYAL,04,México,,RD
A46.5,HUEHUETOCA NM,04,México,,A
P72.6,EJIDO QUERITA,04,México,,P
LJ246,QUERETARO,04,México,,Juárez
R89.2,SILENCIO,04,México,,R
BF026,ESCOBEDO,04,México,,BF
DC151.1,FRIO,04,México,,DC
C255.7,COCULA,04,México,,C
VB184,CARMELA,04,México,,VB
B1274,SANCHEZ,04,México,,B
S145.6,TOCHA,04,México,,S
XX1.6,RIO PANUCO,04,México,,XX
Juárez76.1,TULA,04,México,,Juárez
RD199.8,AMERICANOS,04,México,,RD
K209,MOJARRAS,04,México,,K
TP8.7,APASCO,04,México,,TP
K319.3,LA PLAYA,04,México,,K
A0576,ARELLANO,04,México,,A
Q0722,JULIO ORNELAS,04,México,,Q
T434.6,PIEDRA,04,México,,T
V446.6,LOMA DE IGUANA,04,México,,V
M0445,VAQUEROS,04,México,,M
C171.6,VIDAL,04,México,,C
FA89.3,HEROE DE MACOZARI,04,México,,FA
TA094,MOLINA,04,México,,TA
O83.9,CURUNGUEO,04,México,,O
S0334,POTRERO,04,México,,S
HE4.2,SANTA ROSA,04,México,,HE
RD50.4,BOQUILLAS,04,México,,RD
A1769.8,EL SUECO,04,México,,A
DC118.3,CANUTILLO,04,México,,DC
B0073,CALERA,04,México,,B
T0535,CIUDAD OBREGON,04,México,,T
DC236.1,TETILLAS,04,México,,DC
R0199,HERMANAS,04,México,,R
VC142.5,PRODUCTORA NACIONAL,04,México,,VC
N171,PUERTO DE MEDINA,04,México,,N
IN104,ZIRONDARO,04,México,,IN
C245,METLAPA,04,México,,C
FA298.4,LA GLORIA,04,México,,FA
N0546,ALBERTO ARENAL BANUET,04,México,,N
G0065,MARTINICA,04,México,,G
L0377,LAS TABLAS,04,México,,L
A0191,SAN JUAN DEL RIO,04,México,,A
N51.6,JAJALPA,04,México,,N
A0080,TULA,04,México,,A
DC128.5,LODEMENA,04,México,,DC
UB33.4,VALLE REDONDO,04,México,,UB
MA46,GENERAL VILLA,04,México,,MA
T0400,MAYTORENA,04,México,,T
DE118.1,COYOTES,04,México,,DE
N0285,ACAMBARO,04,México,,N
H0039,TEMASCALAPA,04,México,,H
N0295,LA COSTURA,04,México,,N
V0381,PALMAR,04,México,,V
M464.6,SAN JUAN,04,México,,M
DE6.4,BARAVITO,04,México,,DE
C274.1,OLEA,04,México,,C
N322.7,CORO,04,México,,N
DB136.2,EL JAGUEY,04,México,,DB
DB71.3,LOS PINOS,04,México,,DB
VB167,CHIAPA,04,México,,VB
N0414,FONTEZUELA,04,México,,N
FA712,PLACA KM FA-712,04,México,,FA
M523.5,MONTERREY,04,México,,M
B0265,HERCULES,04,México,,B
E344.2,MAGDALENA,04,México,,E
MA14,LA CONCHA,04,México,,MA
M596,EL MILAGRO,04,México,,M
V0271,RUBIN,04,México,,V
SH13,TECAMAC,04,México,,SH
Q374.3,BUSTILLOS,04,México,,Q
QA118.2,LAS VARAS,04,México,,QA
VC19.4,FRAILES,04,México,,VC
FN1.9,CHUBURNA,04,México,,FN
V0343,LOS BERROS,04,México,,V
L0292,SILOS,04,México,,L
V0089,JALTEPEC,04,México,,V
V0237,TEPEYAHUALCO,04,México,,V
BG52.4,SAN CARLOS,04,México,,BG
N0011,NAUCALPAN,04,México,,N
A1718.3,ARADOS,04,México,,A
EA0,NUEVO CARNERO,04,México,,EA
M500.3,CERRITO LA SILLA,04,México,,M
QA235.9,CABALLO,04,México,,QA
L30.9,GALLARDO,04,México,,L
E0029,TRES JAGUEYES,04,México,,E
IB31.6,LOPEZ,04,México,,IB
FA695.2,UAYAMON,04,México,,FA
UB8.5,GAS MEX TIJUANA,04,México,,UB
G0209,MASOCO,04,México,,G
T514.7,CORRAL,04,México,,T
R0229,AGUSTIN ESPINOZA,04,México,,R
N0006,TACUBA,04,México,,N
A0363,COPALILLO,04,México,,A
V0351,PACHO,04,México,,V
FA642.2,SAN JUAN CARPIZO,04,México,,FA
R0282,DEZAGO,04,México,,R
IB7.8,BARAJAS,04,México,,IB
IB106.2,OPONQUIO,04,México,,IB
E379.2,EL TULE,04,México,,E
A1887.1,CANDELARIA,04,México,,A
A0660,BERRIOZABAL,04,México,,A
M0040,CERVANTES,04,México,,M
AB040,GENERAL ZARAGOZA,04,México,,AB
FA362.3,PLACA KM FA-363,04,México,,FA
N93,SANTA JUANA,04,México,,N
UA000,CALEXICO,04,México,,UA
IB48.7,MAGDACUARO,04,México,,IB
SC235.6,JESUS NAZARENO,04,México,,SC
N0204,LOS LIRIOS,04,México,,N
F0265,RIO BRAVO,04,México,,F
E224.7,TECOMAVACA,04,México,,E
S115.7,CALDERON,04,México,,S
H132.2,LAGUNA DEL CERRITO,04,México,,H
S11.6,ESPUELA LA VILLA,04,México,,S
RA118,CIUDAD ACURA,04,México,,RA
T0941,COLORADA,04,México,,T
B0833,LEDEZMA,04,México,,B
IB132,SANTA CLARA (ESTACION),04,México,,IB
A1374,JIMENEZ,04,México,,A
M0290,TINAJAS,04,México,,M
H70,SAN ANTONIO OZTOYUCA,04,México,,H
F68.8,ALTAVISTA,04,México,,F
DM6,ASARCO,04,México,,DM
GB30.7,NUEVO COCUITE,04,México,,GB
F100.1,BARRETOSA,04,México,,F
FD102.6,CAMARA,04,México,,FD
A1069,LOS TRIZAR,04,México,,A
Z0046,AZUFRERA,04,México,,Z
Q0471,LA UNION,04,México,,Q
FA266.5,PINO SUAREZ,04,México,,FA
M512.2,LINDAVISTA,04,México,,M
SA029,ZACATELCO,04,México,,SA
FP148.4,XOY,04,México,,FP
K292.8,JERICO,04,México,,K
A375.8,EL CERRITO,04,México,,A
SC267,PUENTA COLORADO,04,México,,SC
Q881.6,SUFRAGIO CHP,04,México,,Q
B0894,ENCANTADA,04,México,,B
DN41,ENCINAL,04,México,,DN
M251.6,CERAMICA,04,México,,M
L0459,CAFETAL,04,México,,L
N0038,SAN MARTIN,04,México,,N
C156.1,TREINTA,04,México,,C
N0319,HUINGO,04,México,,N
QA104.6,RINCON,04,México,,QA
L593.2,VELASCO,04,México,,L
TL51.9,AMECA,04,México,,TL
RC39.2,MUZQUIZ,04,México,,RC
IB77.6,ZACAPU,04,México,,IB
U457.4,LA PERA,04,México,,U
S0139,APIZACO,04,México,,S
L0429,LA LABOR,04,México,,L
I0328,SANTA ANA,04,México,,I
H138.9,PANFILO,04,México,,H
L470.1,LA CHANGA,04,México,,L
A0365,VIEYRA,04,México,,A
DM8.4,VELARDERA,04,México,,DM
F0163,OCHOA,04,México,,F
Z271.6,GUICHIBE,04,México,,Z
Z0097,MEDIAS AGUAS,04,México,,Z
T55,CUMERAL,04,México,,T
N0213,POMOCA,04,México,,N
I168.8,SANTA INESIA,04,México,,I
NE183,EL CAYACAL,04,México,,NE
U522.7,BENJAMIN HILL,04,México,,U
E118,PATIO NUEVO CARNERO,04,México,,E
DB203.8,EL PRESIDIO,04,México,,DB
FA494.1,CANDELARIA,04,México,,FA
Z0010,BERTA,04,México,,Z
A0292,CELAYA,04,México,,A
S6,TENAYUCA,04,México,,S
ZA008,GUANOMEX,04,México,,ZA
FN32.3,PROGRESO,04,México,,FN
F4.8,SAN NICOLAS,04,México,,F
V0997,VERACRUZ APIVER,04,México,,V
B196,MERCADOR,04,México,,B
IC14.1,LA LABOR VIEJA,04,México,,IC
N0227,MARAVATIO OCAMPO,04,México,,N
S0344,LAS PALOMAS,04,México,,S
S0217,SAN JUAN ATENCO,04,México,,S
B294.4,COSIO,04,México,,B
U0470,TRINCHERAS,04,México,,U
M50.9,LOS ENTEROS,04,México,,M
UB13.2,GARCIA,04,México,,UB
Z264.5,COMITANCILLO,04,México,,Z
Q0779,AGUACALIENTE,04,México,,Q
HA019,TELLEZ,04,México,,HA
V0276,CRUZ BLANCA,04,México,,V
S0348,PASO DEL MACHO,04,México,,S
TA305.4,SAN NICOLAS,04,México,,TA
DE122.1,BAJIO ATASCOSO,04,México,,DE
DB112.2,NUEVO IDEAL,04,México,,DB
L390.7,EL DURO,04,México,,L
J28.2,EL FRESNO,04,México,,J
M67,LOS PLATANOS,04,México,,M
A1472,AURELIO,04,México,,A
M0887,FERROALEACIONES,04,México,,M
RD225.5,PRESA,04,México,,RD
N208.9,PATEO,04,México,,N
LB056,LAS CRUCES,04,México,,LB
DA21,MALAGA,04,México,,DA
TM23,LA CALABAZA,04,México,,TM
A429.1,EL POTRERITO,04,México,,A
R0428,ROJAS FXE,04,México,,R
T360.1,TAPIA,04,México,,T
FA721.9,CAMPECHE,04,México,,FA
G151.6,LAS PIÑAS,04,México,,G
A409.3,FAUSTO RODRIGUEZ,04,México,,A
DE76.9,COCONA,04,México,,DE
Q0322,SANTA ISABEL,04,México,,Q
B0495,JESUS MARIA,04,México,,B
A0077,TOLTECA,04,México,,A
QA309.2,SAN DIEGO,04,México,,QA
Z102.4,ADOLFO RUIZ CORTINES,04,México,,Z
VC120,ATLACAHUALOYA,04,México,,VC
RD17.3,NADADORES,04,México,,RD
L55.9,BIMBALETES,04,México,,L
FD41.5,CACALCHEN,04,México,,FD
UB51.4,LADERO PINELLI,04,México,,UB
V0391,APAZAPAM,04,México,,V
B0675,LA MAROMA,04,México,,B
A1049,PERALTA,04,México,,A
NB9.1,MANZANA,04,México,,NB
I0441,ZAPOTILTIC,04,México,,I
S69.5,XALA,04,México,,S
FD66.6,IZAMAL,04,México,,FD
L0315,MONTANA,04,México,,L
FA797.1,DZITBALCHE,04,México,,FA
BC073,PRESA DE LA CEBADA,04,México,,BC
HE0.1,SOTOTLAN,04,México,,HE
A0840,EDMUNDO,04,México,,A
FD150.3,ESPITA,04,México,,FD
RC3.6,CELIA,04,México,,RC
TB016,CANANEA,04,México,,TB
K221.4,TRES PICOS,04,México,,K
Q0624,INGENIERO FRANCISCO M TOGNO,04,México,,Q
DA244.8,RIO NAZAS,04,México,,DA
N102.7,TOXICO,04,México,,N
Z217.5,ALMOLOYA,04,México,,Z
P59.2,MORITA,04,México,,P
T797.4,ZOPILOTE,04,México,,T
K194.2,LA POLKA,04,México,,K
T0992,ALHUATE,04,México,,T
TA078,LA BOTA,04,México,,TA
F0312,SANDOVAL,04,México,,F
DC205.4,PASTELERA,04,México,,DC
N546.1,HOYO DEL AIRE,04,México,,N
T0483,VICAM,04,México,,T
TA280.8,TURICACHI,04,México,,TA
FA739.7,HAMPOLDI,04,México,,FA
S0189,MOCTEZUMA,04,México,,S
DE110.6,CRUZ DE PIEDRA,04,México,,DE
G0005,AMATLAN,04,México,,G
HC005,LA TRINIDAD,04,México,,HC
A592,PLACA KM A-592,04,México,,A
N33.5,LAUREL,04,México,,N
A0706,ZACATECAS,04,México,,A
FN9,XCANATUN,04,México,,FN
IB74.9,JAUJA,04,México,,IB
K279.1,EL CARMEN,04,México,,K
T1159,REDO,04,México,,T
FS56.8,SOTUTA,04,México,,FS
NE150,EL PANAMA,04,México,,NE
RD334.2,ESCALON,04,México,,RD
VB033,NANACAMILPA,04,México,,VB
RD27.2,CELEMANIA,04,México,,RD
U0399,CABORCA,04,México,,U
BD019,SAN MIGUEL ALLENDE,04,México,,BD
DA249.3,TORREON,04,México,,DA
JM047,HUEHUETOCA,04,México,,Juárez
FA74.5,RUEDA,04,México,,FA
N151.2,TEPEOLILCO,04,México,,N
FP99.3,AKIL,04,México,,FP
T1342.7,MOTAJE,04,México,,T
TA61.6,ZORRILLA,04,México,,TA
M793.3,LA SECCION,04,México,,M
S0210,ALJIBES,04,México,,S
A0851,LA COLORADA,04,México,,A
PA008,SANTA BARBARA,04,México,,PA
DA173.3,PEDRICEÑA,04,México,,DA
N287,GENERAL FELIPE ANGELES,04,México,,N
U0043,VICTORIA,04,México,,U
AC22.7,VALLE DE SANTIAGO,04,México,,AC
U206,GUSTAVO SOTELO,04,México,,U
A1523,MEOQUI,04,México,,A
A1019.5,DARIAS,04,México,,A
VK074,TEPETLIXPA,04,México,,VK
A0307,CORTAZAR,04,México,,A
N0433,PATZCUARO,04,México,,N
M855.2,SANTA TERESA,04,México,,M
Q0622,DIVISADERO,04,México,,Q
U523.4,BENJAMIN HILL SBC,04,México,,U
FA478.9,PARAISO,04,México,,FA
DE94.9,EL TORO,04,México,,DE
DB210.8,CARRERAS,04,México,,DB
S0268,BOTA,04,México,,S
F0271,CELULOSA,04,México,,F
A13,TLANEPANTLA,04,México,,A
IB106,GUASCUARO DE MUJICA,04,México,,IB
RD267.7,QUIMBALETE,04,México,,RD
F43.8,SAN JUAN,04,México,,F
A0431,POTRERO,04,México,,A
IB110.7,MERCADO,04,México,,IB
J36.9,LA FE,04,México,,J
N0057,MACLOVIO HERRERA,04,México,,N
TI006,LAS FLORES,04,México,,TI
A1927,SAMALAYUCA,04,México,,A
A0012,VALLE DE MEXICO,04,México,,A
RD116.1,LOS BELLOC,04,México,,RD
DC109.2,GUALTERIO,04,México,,DC
N0010,NAUCALPAN,04,México,,N
QA317.5,COLONIA MADERO,04,México,,QA
B0884,AGUA NUEVA,04,México,,B
S0409,TEJERIA,04,México,,S
S0235,JESUS DE NAZARENO,04,México,,S
A1697,PARRITA,04,México,,A
C154.3,SAN MIGUEL TREINTA,04,México,,C
RC3.5,BARROTERAN,04,México,,RC
O50.5,OCAMPO,04,México,,O
L641.3,EL CLARON,04,México,,L
VC123.1,LOYOLA,04,México,,VC
VK110,ATLATLAHUCAN,04,México,,VK
L0138,ESPIRITU SANTO,04,México,,L
IB125,PLACA KM IB-125,04,México,,IB
N396.3,NORIEGA,04,México,,N
S0333,ESMERALDA,04,México,,S
IC15.1,MARGARO,04,México,,IC
Z277.7,JORDAN,04,México,,Z
FA84.6 ,EL GUANAL,04,México,,FA
T1392,RUIZ,04,México,,T
K417.4,TAPACHULA,04,México,,K
E322.6,LAS BEDAS,04,México,,E
M629.7,FRAUSTRO,04,México,,M
K459,CIUDAD HIDALGO,04,México,,K
V0133,SANZ,04,México,,V
T1460,IGNACIO BORREGO,04,México,,T
S0146,TOCHAC,04,México,,S
M45,SAN CARLITOS,04,México,,M
N458.8,AJAMBARAN,04,México,,N
IB91.8,ANGEL,04,México,,IB
Z212.4,NIZA CONEJO,04,México,,Z
N267.1,ARROYO DE LA LUNA,04,México,,N
H14.2,CAJIBA,04,México,,H
M200.1,LAVIN,04,México,,M
L0673,ARBOL GRANDE,04,México,,L
SA021,MAGDALENA,04,México,,SA
DB157,PLACA KM DB-157,04,México,,DB
F215,LOS ALTOS,04,México,,F
E0051,ZOYAPETLAYOCA,04,México,,E
DC200.6,VIRATA,04,México,,DC
U256.5,IRIGOYEN,04,México,,U
S0298,MOLINO,04,México,,S
DB74,DON HILARIO,04,México,,DB
G0017,CUICHAPA,04,México,,G
N0345,QUIRIO,04,México,,N
Q697.5,SOLEDAD,04,México,,Q
GA046,EL RODEO,04,México,,GA
IN116,ERONGARICUARO,04,México,,IN
A5.6,CEYLÁN CARGA,04,México,,A
S0361,CAMARON,04,México,,S
RA63.4,TRASQUILLA,04,México,,RA
VB163,GRAJALES,04,México,,VB
C110.8,RAMON,04,México,,C
L123.6,SOTOL,04,México,,L
K202.1,AMATES,04,México,,K
A1727.8,MOCHO,04,México,,A
RA18.3,ZARAGOZA,04,México,,RA
P52,LA MANSA,04,México,,P
T1706,AMATITAN,04,México,,T
A0496,LOS SALAS,04,México,,A
I0242,LADRILLERA,04,México,,I
NB013,SAN CRISTOBAL,04,México,,NB
N411.6,LA CAJA,04,México,,N
B1116,VILLALDAMA,04,México,,B
Q866.9,VEGA,04,México,,Q
G0167,OBISPO,04,México,,G
FA779.3,HECELCHAKAN,04,México,,FA
A1794,MOCTEZUMA,04,México,,A
BA19,DELGADILLO,04,México,,BA
A0037,TEOLOYUCAN,04,México,,A
SA014,CONTLA,04,México,,SA
L0285,PEOTILLOS,04,México,,L
QA35.7,SANTO TOMAS,04,México,,QA
G0190,DOBLADERO,04,México,,G
T806.2,BAMDA,04,México,,T
DE45.8,PALOS COLORADOS,04,México,,DE
K276,EL PROGRESO,04,México,,K
RD292.7,CARRILLO NUEVO,04,México,,RD
R0261,BOCATOCHE,04,México,,R
B0699,CATORCE,04,México,,B
S103.4,TETLEPAYAC,04,México,,S
GA089,ESTANZUELA,04,México,,GA
O73.7,PURUA,04,México,,O
N330.6,QUERENDARO,04,México,,N
T0298,DYNATECH,04,México,,T
QA521.3,MEZQUITE,04,México,,QA
MA77.2,LA BONITA,04,México,,MA
A0462,LOMA,04,México,,A
LA042,RIO VERDE,04,México,,LA
T1053.8,TANQUES,04,México,,T
I0486,TONILITA,04,México,,I
B49,LIMITE TERRITORIAL,04,México,,B
AE016,NOCHE BUENA,04,México,,AE
